qa_id,question,reference_answer,gold_citation,parent_id,parent_mapping_status,review_priority,top_score,score_margin,candidate_child_ids,candidate_citations,candidate_scores,top_evidence_preview,review_decision,gold_child_ids,answer_support,review_notes
QA_0165,What circumstances allow for reporting occurrences after the 72 hours deadline?,"Reporting occurrences after the 72 hours deadline is allowed only under exceptional circumstances. For example, this may include situations where the reporter is unable to access a means to report the occurrence.",Article 4(7),GM_EU_376_2014_SEC_2_9,auto_mapped,medium,0.580497,0.321536,GM_EU_376_2014_SEC_2_9__C0004;GM_EU_376_2014_SEC_2_9__C0001;GM_EU_376_2014_SEC_2_9__C0005;GM_EU_376_2014_SEC_2_9__C0002;GM_EU_376_2014_SEC_2_9__C0003,GM 2.9;GM 2.9;GM 2.9;GM 2.9;GM 2.9,0.580497;0.258961;0.176266;0.116891;0.088457,The circumstances allowing a reporting of the occurrences after the 72 hours deadline shall be exceptional. This may for example include situations in which the reporter is unable to access a mean to report the occurrence.,,,,
QA_0166,What does Regulation 376/2014 specify about the reporting format for individual reporters?,Regulation 376/2014 does not impose any reporting format for individual reporters. The format to be used may be defined by the organisation as part of its safety management system.,GM to Reg. (EU) No 376/2014,GM_EU_376_2014_SEC_2_10,auto_mapped,high,0.433319,0.1213,GM_EU_376_2014_SEC_2_10__C0001;GM_EU_376_2014_SEC_2_10__C0002;GM_EU_376_2014_SEC_2_10__C0003,GM 2.10;GM 2.10;GM 2.10,0.433319;0.312019;0.16608,Regulation 376/2014 does not impose any reporting format for individual reporters.,,,,
QA_0167,What is encouraged regarding the development of reporting forms?,It is encouraged to develop reporting forms and means to report that are user-friendly and do not discourage potential reporters. The aim should be to facilitate the collection of information from front-line individuals into the management system.,GM to Reg. (EU) No 376/2014,GM_EU_376_2014_SEC_2_10,auto_mapped,medium,0.694313,0.57699,GM_EU_376_2014_SEC_2_10__C0003;GM_EU_376_2014_SEC_2_10__C0001;GM_EU_376_2014_SEC_2_10__C0002,GM 2.10;GM 2.10;GM 2.10,0.694313;0.117323;0.095906,"In general, it is encouraged to develop reporting forms and means to report that are user-friendly and that do not discourage potential reporters to report occurrences. The aim should be to facilitate the collection of information from the ",,,,
QA_0168,What specific information is required from aviation professionals when reporting an occurrence?,"Regulation 376/2014 does not impose any specific information to be provided by aviation professionals when reporting an occurrence. However, the description of the occurrence is expected to be included in the report.",GM to Reg. (EU) No 376/2014,GM_EU_376_2014_SEC_2_11,auto_mapped,medium,0.66044,0.431137,GM_EU_376_2014_SEC_2_11__C0001;GM_EU_376_2014_SEC_2_11__C0002;GM_EU_376_2014_SEC_2_11__C0003;GM_EU_376_2014_SEC_2_11__C0004,GM 2.11;GM 2.11;GM 2.11;GM 2.11,0.66044;0.229303;0.166773;0.165597,"Regulation 376/2014 does not impose any specific information to be provided by aviation professionals when reporting an occurrence. Obviously, the description of the occurrence is expected to be included in the report.",,,,
QA_0169,What details are encouraged to be included in reports of fatigue-related occurrences?,"When reporting a fatigue-related occurrence, reporters are encouraged to include information such as total duty time, flight time (including the number of sectors flown), and the hours of rest achieved by the crew on the day of the incident and at least the two preceding days.",GM to Reg. (EU) No 376/2014,GM_EU_376_2014_SEC_2_11,auto_mapped,medium,0.690541,0.5408,GM_EU_376_2014_SEC_2_11__C0004;GM_EU_376_2014_SEC_2_11__C0002;GM_EU_376_2014_SEC_2_11__C0003;GM_EU_376_2014_SEC_2_11__C0001,GM 2.11;GM 2.11;GM 2.11;GM 2.11,0.690541;0.149741;0.132646;0.113032,"Example: When reporting a fatigue related occurrence, reporters are encouraged to include in their report information such as total duty time, flight time (including the number of sectors flown) and the hours of rest achieved by the crew on",,,,
QA_0170,What measures must organisations take regarding the confidentiality of occurrence reports?,Organisations are required to take the necessary measures to ensure the appropriate confidentiality of occurrences they collect and to comply with rules on the processing of personal data. Regulation 376/2014 does not require full anonymisation but mandates that organisations protect the details of occurrences in their database (Article 15(1)).,Article 15(1),GM_EU_376_2014_SEC_2_12,auto_mapped,high,0.507814,0.091132,GM_EU_376_2014_SEC_2_12__C0003;GM_EU_376_2014_SEC_2_12__C0004;GM_EU_376_2014_SEC_2_12__C0009;GM_EU_376_2014_SEC_2_12__C0006;GM_EU_376_2014_SEC_2_12__C0010,GM 2.12;GM 2.12;GM 2.12;GM 2.12;GM 2.12,0.507814;0.416682;0.387951;0.267419;0.254579,Regulation 376/2014 does not require organisations to fully anonymise reports collected but it requires organisations to take the necessary measures to ensure the appropriate confidentiality of the details of occurrences contained in its da,,,,
QA_0171,What is prohibited regarding personal details in the databases of Member States and EASA?,"Member States and EASA are prohibited from recording personal details in their databases, including the names of reporters or anyone else mentioned in the report. This is to ensure the confidentiality of individual reporter identity and any other person involved in reports stored in national occurrence databases and in the EASA database (Article 16(1), (2) and (3)).","Article 16(1), (2) and (3)",GM_EU_376_2014_SEC_2_12,auto_mapped,medium,0.593977,0.373597,GM_EU_376_2014_SEC_2_12__C0010;GM_EU_376_2014_SEC_2_12__C0009;GM_EU_376_2014_SEC_2_12__C0003;GM_EU_376_2014_SEC_2_12__C0007;GM_EU_376_2014_SEC_2_12__C0011,GM 2.12;GM 2.12;GM 2.12;GM 2.12;GM 2.12,0.593977;0.22038;0.146437;0.129219;0.1181,Regulation 376/2014 ensures the confidentiality of individual reporter identity and of any other person involved in reports stored in Member States national occurrence databases and in the EASA database. Indeed it prohibits the recording of,,,,
QA_0172,What is the purpose of the rules in Regulation 376/2014 regarding occurrence reporters?,"The rules in Regulation 376/2014 aim to protect occurrence reporters and persons mentioned in occurrence reports by limiting the disclosure or use of these reports. They encourage the reporting of occurrences by preventing their use against reporters, thus fostering a safe reporting environment.",Article 16,GM_EU_376_2014_SEC_2_13,auto_mapped,high,0.433654,0.047279,GM_EU_376_2014_SEC_2_13__C0001;GM_EU_376_2014_SEC_2_13__C0002;GM_EU_376_2014_SEC_2_13__C0024;GM_EU_376_2014_SEC_2_13__C0012;GM_EU_376_2014_SEC_2_13__C0023,GM 2.13;GM 2.13;GM 2.13;GM 2.13;GM 2.13,0.433654;0.386375;0.250716;0.230282;0.227167,Key principle Regulation 376/2014 includes strong rules protecting occurrence reporters and persons mentioned in occurrence reports. These rules limit possible disclosure or use of occurrence reports.,,,,
QA_0173,How is 'Just Culture' defined in the context of Regulation 376/2014?,"'Just Culture' is defined as a culture where individuals are not punished for actions, omissions, or decisions that are commensurate with their experience and training, while gross negligence, wilful violations, and destructive acts are not tolerated. This principle encourages reporting of safety-related information without absolving individuals of their normal responsibilities.",Article 2,GM_EU_376_2014_SEC_2_13,auto_mapped,medium,0.580533,0.399536,GM_EU_376_2014_SEC_2_13__C0005;GM_EU_376_2014_SEC_2_13__C0003;GM_EU_376_2014_SEC_2_13__C0030;GM_EU_376_2014_SEC_2_13__C0004;GM_EU_376_2014_SEC_2_13__C0009,GM 2.13;GM 2.13;GM 2.13;GM 2.13;GM 2.13,0.580533;0.180997;0.153985;0.139477;0.138323,Key principle A ‘Just Culture’ should encourage individuals to report safety-related information but should not absolve individuals of their normal responsibilities (Recital 37). It is defined as a culture in which front-line operators or o,,,,
QA_0174,What obligation do Member States have under Regulation 376/2014 regarding reporting alleged infringements?,Each Member State is required to put in place an entity to which employees and contracted personnel may report alleged infringements of the protection rules contained in the Regulation.,Article 16(12),GM_EU_376_2014_SEC_2_14,auto_mapped,medium,0.633311,0.489824,GM_EU_376_2014_SEC_2_14__C0002;GM_EU_376_2014_SEC_2_14__C0001,GM 2.14;GM 2.14,0.633311;0.143487,Regulation 376/2014 addresses such situation and requires each Member State to put in place an entity to which employees and contracted personnel may report alleged infringements of the protection rules contained in the Regulation (Article ,,,,
QA_0175,What protection is provided to employees and contracted personnel who report alleged infringements under Regulation 376/2014?,The Regulation ensures that employees and contracted personnel are not penalised for reporting alleged infringements.,Article 16(12),GM_EU_376_2014_SEC_2_14,auto_mapped,medium,0.706739,0.60198,GM_EU_376_2014_SEC_2_14__C0002;GM_EU_376_2014_SEC_2_14__C0001,GM 2.14;GM 2.14,0.706739;0.104759,Regulation 376/2014 addresses such situation and requires each Member State to put in place an entity to which employees and contracted personnel may report alleged infringements of the protection rules contained in the Regulation (Article ,,,,
QA_0176,What is required by Regulation 376/2014 regarding occurrences?,"Regulation 376/2014 requires the collection, analysis and follow-up by organisations, as well as the transfer of certain occurrences to their competent authority. This process is part of the organisations' safety management systems.","GM to Reg. (EU) No 376/2014, Section 1.1",GM_EU_376_2014_SEC_3_1,auto_mapped,medium,0.493348,0.145268,GM_EU_376_2014_SEC_3_1__C0002;GM_EU_376_2014_SEC_3_1__C0001;GM_EU_376_2014_SEC_3_1__C0003;GM_EU_376_2014_SEC_3_1__C0004,GM 3.1;GM 3.1;GM 3.1;GM 3.1,0.493348;0.34808;0.141006;0.088435,"Regulation 376/2014 requires the collection, analysis and follow-up by organisations, as well as the transfer of certain occurrences to their competent authority. One could question the safety benefit of transferring this information to the",,,,
QA_0177,Why is sharing occurrences with the competent authority important?,Sharing occurrences with the competent authority allows this authority to be informed about the risks faced at national or European level and to identify necessary measures to ensure aviation safety. It helps decision makers in competent authorities to take appropriate decisions on safety priorities and possible changes to rules or procedures.,"GM to Reg. (EU) No 376/2014, Section 2.1",GM_EU_376_2014_SEC_3_1,auto_mapped,medium,0.64465,0.430842,GM_EU_376_2014_SEC_3_1__C0003;GM_EU_376_2014_SEC_3_1__C0002;GM_EU_376_2014_SEC_3_1__C0004;GM_EU_376_2014_SEC_3_1__C0001,GM 3.1;GM 3.1;GM 3.1;GM 3.1,0.64465;0.213808;0.103766;0.076423,Sharing occurrences with the competent authority (Member States or EASA) allow this authority to be informed about the risks faced at national or European level and to therefore identify measures that may be necessary to ensure aviation saf,,,,
QA_0178,What is the condition under which competent authorities can grant organisations access to their databases?,"Competent authorities can grant organisations access to occurrences stored in their databases as long as the purpose of sharing this information is aviation safety. Each competent authority can decide whether to provide access to its database, either partly or entirely.","GM to Reg. (EU) No 376/2014, Section i",GM_EU_376_2014_SEC_3_2,auto_mapped,medium,0.522139,0.342241,GM_EU_376_2014_SEC_3_2__C0002;GM_EU_376_2014_SEC_3_2__C0001;GM_EU_376_2014_SEC_3_2__C0005;GM_EU_376_2014_SEC_3_2__C0003;GM_EU_376_2014_SEC_3_2__C0006,GM 3.2;GM 3.2;GM 3.2;GM 3.2;GM 3.2,0.522139;0.179898;0.163762;0.163344;0.092654,"Granting organisations access to occurrences stored in a competent authority database is not prevented by Regulation 376/2014 as long as the purpose of sharing this information is aviation safety. Under this condition, each competent author",,,,
QA_0179,What does Regulation 376/2014 state about organisations accessing the European Central Repository (ECR)?,"Regulation 376/2014 prohibits direct access by organisations to the ECR but recognizes them as interested parties, allowing them to request certain information issued from the ECR. The rules related to this request process are contained in Articles 10 to 12 of Regulation 376/2014.","GM to Reg. (EU) No 376/2014, Section ii",GM_EU_376_2014_SEC_3_2,auto_mapped,medium,0.5759,0.391887,GM_EU_376_2014_SEC_3_2__C0005;GM_EU_376_2014_SEC_3_2__C0003;GM_EU_376_2014_SEC_3_2__C0004;GM_EU_376_2014_SEC_3_2__C0002;GM_EU_376_2014_SEC_3_2__C0006,GM 3.2;GM 3.2;GM 3.2;GM 3.2;GM 3.2,0.5759;0.184013;0.160036;0.158022;0.131986,"As regards to the ECR (which regroups all occurrences collected by competent authorities), Regulation 376/2014 prohibits direct access by organisations to this database but recognises them as interested parties, allowing them to request cer",,,,
QA_0180,What types of organisations are not required to comply with Regulation 376/2014?,"Organisations that do not, on a professional basis, employ, contract or use the services of a person subject to mandatory reporting obligations are not requested to comply with Regulation 376/2014. For example, organisations created for promoting aerial sport and leisure aviation fall into this category.",Article 2(8),GM_EU_376_2014_SEC_3_3,auto_mapped,high,0.539091,0.061885,GM_EU_376_2014_SEC_3_3__C0002;GM_EU_376_2014_SEC_3_3__C0001;GM_EU_376_2014_SEC_3_3__C0003;GM_EU_376_2014_SEC_3_3__C0005;GM_EU_376_2014_SEC_3_3__C0004,GM 3.3;GM 3.3;GM 3.3;GM 3.3;GM 3.3,0.539091;0.477206;0.161064;0.036169;0.0,"Example: Organisations created with the aim of promoting aerial sport and leisure aviation, and which does not, on a professional basis, employ, contract or use the services of someone covered by Article 4(6), are understood as not being su",,,,
QA_0181,What does 'organisation established in a Member State' mean according to Regulation 376/2014?,"'Organisation established in a Member State' refers to each organisation that has been approved or certified by a Member State or by EASA, with its principal place of business located in a Member State. This definition ensures that only those organisations with a formal approval or certification are subject to the Regulation.",Key principle,GM_EU_376_2014_SEC_3_3,auto_mapped,high,0.47738,0.097031,GM_EU_376_2014_SEC_3_3__C0004;GM_EU_376_2014_SEC_3_3__C0003;GM_EU_376_2014_SEC_3_3__C0001;GM_EU_376_2014_SEC_3_3__C0005;GM_EU_376_2014_SEC_3_3__C0002,GM 3.3;GM 3.3;GM 3.3;GM 3.3;GM 3.3,0.47738;0.380349;0.139507;0.128465;0.126437,"Key principle “Organisation established in a Member State” is understood as meaning: each organisation which has been approved or certified by a Member State, and each organisation which has been approved or certified by EASA and whose prin",,,,
QA_0182,What is the reporting obligation timeframe for individuals when an occurrence is detected under Regulation 376/2014?,"Individuals must report the occurrence to the organisation or authority as soon as possible, but before 72 hours if it falls within the mandatory scheme. The organisation then has 72 hours to report to the authority from the moment they become aware of the occurrence.",Section 2.2,GM_EU_376_2014_SEC_3_4,auto_mapped,medium,0.637665,0.372929,GM_EU_376_2014_SEC_3_4__C0005;GM_EU_376_2014_SEC_3_4__C0006;GM_EU_376_2014_SEC_3_4__C0007;GM_EU_376_2014_SEC_3_4__C0001;GM_EU_376_2014_SEC_3_4__C0004,GM 3.4;GM 3.4;GM 3.4;GM 3.4;GM 3.4,0.637665;0.264736;0.198511;0.104263;0.094338,"This reporting flow starts from the moment the occurrence is detected (T0). From this moment, the individual shall report it to the organisation or to the authority as soon as possible, but before 72 hours if it falls within the mandatory s",,,,
QA_0183,When does the reporting flow start for Design or Production Organisations according to Regulation 376/2014?,"For Design or Production Organisations, the reporting flow starts when individuals identify an unsafe or potentially unsafe condition. They have 72 hours to report to the competent authority once this identification process concludes.",Section 2.2,GM_EU_376_2014_SEC_3_4,auto_mapped,medium,0.520405,0.306921,GM_EU_376_2014_SEC_3_4__C0006;GM_EU_376_2014_SEC_3_4__C0005;GM_EU_376_2014_SEC_3_4__C0001;GM_EU_376_2014_SEC_3_4__C0004;GM_EU_376_2014_SEC_3_4__C0007,GM 3.4;GM 3.4;GM 3.4;GM 3.4;GM 3.4,0.520405;0.213484;0.187016;0.150889;0.108881,"It should be understood that in certain specific situations the identification of the occurrence might require an additional stage before this reporting flow starts. In particular, for Design or Production Organisations the time start (T0) ",,,,
QA_0184,What is required of each organisation covered by Regulation 376/2014?,Each organisation covered by Regulation 376/2014 is required to put in place systems to facilitate the collection of both mandatorily and voluntarily reportable occurrences.,GM to Reg. (EU) No 376/2014,GM_EU_376_2014_SEC_3_5,auto_mapped,medium,0.609708,0.573622,GM_EU_376_2014_SEC_3_5__C0001;GM_EU_376_2014_SEC_3_5__C0002,GM 3.5;GM 3.5,0.609708;0.036086,Key principle Each organisation covered by Regulation 376/2014 is required to put in place systems to facilitate the collection of both mandatorily and voluntarily reportable occurrences. For organisations subject to safety management syste,,,,
QA_0185,What should the systems for reporting occurrences be part of for organisations subject to safety management systems requirements?,"For organisations subject to safety management systems requirements, it is understood that such systems should be part of the organisation SMS.",GM to Reg. (EU) No 376/2014,GM_EU_376_2014_SEC_3_5,auto_mapped,medium,0.531501,0.419793,GM_EU_376_2014_SEC_3_5__C0001;GM_EU_376_2014_SEC_3_5__C0002,GM 3.5;GM 3.5,0.531501;0.111708,Key principle Each organisation covered by Regulation 376/2014 is required to put in place systems to facilitate the collection of both mandatorily and voluntarily reportable occurrences. For organisations subject to safety management syste,,,,
QA_0186,What is the key principle regarding reporting requirements in Regulation 376/2014?,The key principle is that the co-existence of two or more sets of rules should not lead to multiple reporting systems. One system is considered sufficient to comply with various legal obligations covering similar aspects.,Recital 4,GM_EU_376_2014_SEC_3_6,auto_mapped,medium,0.658462,0.324693,GM_EU_376_2014_SEC_3_6__C0002;GM_EU_376_2014_SEC_3_6__C0001;GM_EU_376_2014_SEC_3_6__C0004;GM_EU_376_2014_SEC_3_6__C0003;GM_EU_376_2014_SEC_3_6__C0007,GM 3.6;GM 3.6;GM 3.6;GM 3.6;GM 3.6,0.658462;0.333769;0.273939;0.180712;0.179798,"Key principle Where reporting requirements also exists in other European rules and are consistent with those contained in Regulation 376/2014, the co-existence of two or more set of rules should not lead to multiple reporting systems. One s",,,,
QA_0187,What should organizations ensure when reporting occurrences under Regulation 376/2014?,"Organizations are required to ensure that all specifications contained in both acts are complied with, such as for example timeline or format. This is necessary even when the same reporting requirement is contained in two sets of rules.",GM to Reg. (EU) No 376/2014,GM_EU_376_2014_SEC_3_6,auto_mapped,medium,0.557117,0.26113,GM_EU_376_2014_SEC_3_6__C0003;GM_EU_376_2014_SEC_3_6__C0002;GM_EU_376_2014_SEC_3_6__C0007;GM_EU_376_2014_SEC_3_6__C0001;GM_EU_376_2014_SEC_3_6__C0004,GM 3.6;GM 3.6;GM 3.6;GM 3.6;GM 3.6,0.557117;0.295987;0.270416;0.260057;0.251412,Example: Design Approval Holders are required to report unsafe or potential unsafe conditions as per Part21 requirements under Commission Regulation (EU) No 748/2012. The same requirement is contained in Regulation 376/2014 through the obli,,,,
QA_0188,What are organisations required to report to their competent authority?,"Organisations are required to report to their competent authority all mandatory reportable occurrences they have collected, specifically those contained in Regulation 2015/1018 when reported by a person listed in Article 4(6). Occurrences collected under VORS are not all reportable; only those that may involve an actual or potential aviation safety risk shall be reported.",Article 4(8) and (9),GM_EU_376_2014_SEC_3_7,auto_mapped,medium,0.726195,0.300603,GM_EU_376_2014_SEC_3_7__C0004;GM_EU_376_2014_SEC_3_7__C0017;GM_EU_376_2014_SEC_3_7__C0006;GM_EU_376_2014_SEC_3_7__C0016;GM_EU_376_2014_SEC_3_7__C0019,GM 3.7;GM 3.7;GM 3.7;GM 3.7;GM 3.7,0.726195;0.425592;0.3218;0.246033;0.244122,Key principle Organisations are required to report to their competent authority (Article 4(8) and (9)) all mandatory reportable occurrences they have collected i.e. those contained in Regulation 2015/1018 when reported by a person listed in,,,,
QA_0189,What is the definition of 'reportable occurrences'?,'Reportable occurrences' are those subject to an initial notification report requirement as described in the principles above. They include occurrences that may involve an actual or potential aviation safety risk.,Article 5(5) and (6),GM_EU_376_2014_SEC_3_7,auto_mapped,high,0.481205,0.058466,GM_EU_376_2014_SEC_3_7__C0005;GM_EU_376_2014_SEC_3_7__C0017;GM_EU_376_2014_SEC_3_7__C0004;GM_EU_376_2014_SEC_3_7__C0016;GM_EU_376_2014_SEC_3_7__C0006,GM 3.7;GM 3.7;GM 3.7;GM 3.7;GM 3.7,0.481205;0.422739;0.400421;0.264545;0.225839,‘Reportable occurrences’ are those subject to an initial notification report requirement as described in the principles above.,,,,
QA_0190,What is the obligation of organisations regarding reporting occurrences?,"Organisations are required to report occurrences to their competent authority. In most cases, this is the authority that has certified or approved the organisation.",GM to Reg. (EU) No 376/2014,GM_EU_376_2014_SEC_3_8,auto_mapped,high,0.415248,0.011464,GM_EU_376_2014_SEC_3_8__C0002;GM_EU_376_2014_SEC_3_8__C0003;GM_EU_376_2014_SEC_3_8__C0001;GM_EU_376_2014_SEC_3_8__C0004;GM_EU_376_2014_SEC_3_8__C0005,GM 3.8;GM 3.8;GM 3.8;GM 3.8;GM 3.8,0.415248;0.403784;0.387521;0.362339;0.116643,"In most cases, the competent authority is the one which has certified or approved the organisation.",,,,
QA_0191,Who is considered the competent authority for an organisation that is not certified or approved?,"For organisations which are not certified or approved, the competent authority is the State in which the organisation is established. For example, a ground handling organisation reports its occurrences under Regulation 376/2014 to the State in which it is established.",GM to Reg. (EU) No 376/2014,GM_EU_376_2014_SEC_3_8,auto_mapped,high,0.44619,0.031045,GM_EU_376_2014_SEC_3_8__C0005;GM_EU_376_2014_SEC_3_8__C0004;GM_EU_376_2014_SEC_3_8__C0003;GM_EU_376_2014_SEC_3_8__C0002;GM_EU_376_2014_SEC_3_8__C0001,GM 3.8;GM 3.8;GM 3.8;GM 3.8;GM 3.8,0.44619;0.415145;0.33227;0.248181;0.169967,Example: A ground handling organisation reports its occurrences under Regulation 376/2014 to the State in which it is established.,,,,
QA_0192,What are the requirements imposed on organisations regarding occurrence reports?,"Regulation 376/2014 imposes requirements on organisations related to reporting format and content, which apply to all reportable occurrences. These include compatibility with ECCAIRS software, use of standardised formats, and provision of mandatory data fields.",Article 7,GM_EU_376_2014_SEC_3_9,auto_mapped,high,0.420267,0.038667,GM_EU_376_2014_SEC_3_9__C0001;GM_EU_376_2014_SEC_3_9__C0002;GM_EU_376_2014_SEC_3_9__C0007;GM_EU_376_2014_SEC_3_9__C0005;GM_EU_376_2014_SEC_3_9__C0003,GM 3.9;GM 3.9;GM 3.9;GM 3.9;GM 3.9,0.420267;0.3816;0.199777;0.191023;0.138031,Regulation 376/2014 imposes requirements on organisations related to reporting format and content (Article 7). This set of requirements applies to all reportable occurrences (MOR and VOR reportable occurrences).,,,,
QA_0193,What should organisations aim to provide in their initial report?,"Organisations should aim to provide the initial report as complete as possible, particularly regarding the safety assessment, as not all reports may be subject to follow-up report.",Section 3.10,GM_EU_376_2014_SEC_3_9,auto_mapped,medium,0.555876,0.464999,GM_EU_376_2014_SEC_3_9__C0006;GM_EU_376_2014_SEC_3_9__C0005;GM_EU_376_2014_SEC_3_9__C0003;GM_EU_376_2014_SEC_3_9__C0009;GM_EU_376_2014_SEC_3_9__C0001,GM 3.9;GM 3.9;GM 3.9;GM 3.9;GM 3.9,0.555876;0.090877;0.080806;0.080806;0.068778,It is recognised that some of the requested information might necessitate detailed assessment or analysis (e.g. risk classification) and might only be available after the occurrence has been analysed. It is also recognised that the period r,,,,
QA_0194,What is required of organisations regarding reporting formats according to Regulation 376/2014?,Organisations are required to use formats that are compatible with the ECCAIRS software and the ADREP taxonomy. This is specified in Article 7(4) of Regulation 376/2014.,Article 7(4),GM_EU_376_2014_SEC_3_10,auto_mapped,medium,0.553301,0.233626,GM_EU_376_2014_SEC_3_10__C0001;GM_EU_376_2014_SEC_3_10__C0009;GM_EU_376_2014_SEC_3_10__C0003;GM_EU_376_2014_SEC_3_10__C0002;GM_EU_376_2014_SEC_3_10__C0008,GM 3.10;GM 3.10;GM 3.10;GM 3.10;GM 3.10,0.553301;0.319675;0.201093;0.17223;0.119537,Regulation 376/2014 requires organisations to use formats which are compatible with the ECCAIRS software and the ADREP taxonomy (Article 7(4)).,,,,
QA_0195,What are the acceptable means of compliance for ECCAIRS/ADREP compatibility?,"The acceptable means of compliance include the E5X file format for large organisations, the European Reporting Portal for small or medium-sized organisations, and the use of the ECCAIRS system for data exchange. These methods facilitate compliance with Regulation 376/2014.",GM to Reg. (EU) No 376/2014,GM_EU_376_2014_SEC_3_10,auto_mapped,high,0.244493,0.001791,GM_EU_376_2014_SEC_3_10__C0009;GM_EU_376_2014_SEC_3_10__C0003;GM_EU_376_2014_SEC_3_10__C0004;GM_EU_376_2014_SEC_3_10__C0001;GM_EU_376_2014_SEC_3_10__C0005,GM 3.10;GM 3.10;GM 3.10;GM 3.10;GM 3.10,0.244493;0.242702;0.232486;0.216872;0.197246,The European Reporting Portal facilitates the reporting to the competent authority in a format that is compliant with Regulation 376/2014. It provides on-line and off-line reporting forms which are compatible with the ADREP taxonomy and the,,,,
QA_0196,What does Regulation 376/2014 require from industry organisations regarding information exchange?,Regulation 376/2014 requires industry organisations to use formats which are standardised with a view to facilitate information exchange. This is specified in Article 7(4).,Article 7(4),GM_EU_376_2014_SEC_3_11,auto_mapped,medium,0.595104,0.564721,GM_EU_376_2014_SEC_3_11__C0001;GM_EU_376_2014_SEC_3_11__C0003;GM_EU_376_2014_SEC_3_11__C0002,GM 3.11;GM 3.11;GM 3.11,0.595104;0.030383;0.0,Regulation 376/2014 requires industry organisations to use formats which are standardised with a view to facilitate information exchange (Article 7(4)).,,,,
QA_0197,What methods for reporting does the European Commission provide under Regulation 376/2014?,The European Commission provides methods for reporting such as the E5X data transfer file and the off-line or on-line reporting forms available on the European Reporting Portal. These forms are standardised by type of reporting organisation.,GM to Reg. (EU) No 376/2014,GM_EU_376_2014_SEC_3_11,auto_mapped,high,0.434519,0.133195,GM_EU_376_2014_SEC_3_11__C0003;GM_EU_376_2014_SEC_3_11__C0002;GM_EU_376_2014_SEC_3_11__C0001,GM 3.11;GM 3.11;GM 3.11,0.434519;0.301324;0.109195,Another method is to use the off-line or on-line reporting forms provided on the European Reporting Portal. It notably provides for standard reporting forms by type of reporting organisation.,,,,
QA_0198,What are the mandatory data fields that must be included in occurrence databases according to Regulation 376/2014?,"Occurrence databases must contain the mandatory data fields listed in Annex I, which includes common mandatory data fields for each reportable occurrence and specific mandatory data fields for certain occurrences where relevant. Mandatory data fields cannot be left blank when they are relevant to the occurrence.",Article 7(1),GM_EU_376_2014_SEC_3_12,auto_mapped,high,0.430937,0.115732,GM_EU_376_2014_SEC_3_12__C0002;GM_EU_376_2014_SEC_3_12__C0001;GM_EU_376_2014_SEC_3_12__C0004;GM_EU_376_2014_SEC_3_12__C0008;GM_EU_376_2014_SEC_3_12__C0003,GM 3.12;GM 3.12;GM 3.12;GM 3.12;GM 3.12,0.430937;0.315205;0.292748;0.242763;0.206988,Key principle The set of common mandatory data fields included in Annex I.1. is required to be provided includes for each reportable occurrence. The set of specific mandatory data fields included in Annex I.2 is required to be provided only,,,,
QA_0199,What should be done if the information of any mandatory attribute is not known?,"If the information of any mandatory attribute is not known, the attribute may be transmitted with the value 'Unknown'. Other attributes may be relevant in specific circumstances, such as 'Not applicable'.",Annex I,GM_EU_376_2014_SEC_3_12,auto_mapped,medium,0.622065,0.466587,GM_EU_376_2014_SEC_3_12__C0005;GM_EU_376_2014_SEC_3_12__C0003;GM_EU_376_2014_SEC_3_12__C0004;GM_EU_376_2014_SEC_3_12__C0006;GM_EU_376_2014_SEC_3_12__C0002,GM 3.12;GM 3.12;GM 3.12;GM 3.12;GM 3.12,0.622065;0.155478;0.123762;0.109491;0.101759,"If the information of any mandatory attribute is not known, the attribute may be transmitted with the value “Unknown” (Annex I). Other attributes may be relevant in specific circumstances (e.g. ‘‘Not applicable’’).",,,,
QA_0200,What are organisations required to provide for each reportable occurrence?,Organisations are required to provide a risk classification for each reportable occurrence. Risk classification is one of the common mandatory data fields and should therefore be completed for each reportable occurrence.,Article 7(1) and Annex I.1.,GM_EU_376_2014_SEC_3_13,auto_mapped,high,0.444736,0.116212,GM_EU_376_2014_SEC_3_13__C0002;GM_EU_376_2014_SEC_3_13__C0001;GM_EU_376_2014_SEC_3_13__C0004;GM_EU_376_2014_SEC_3_13__C0003,GM 3.13;GM 3.13;GM 3.13;GM 3.13,0.444736;0.328524;0.259546;0.094329,"Risk classification is one of the common mandatory data fields and should therefore be completed for each reportable occurrence. It is expected that, where analysis and follow up is needed, such risk assessment may be preliminary, based on ",,,,
QA_0201,When is the European Risk Classification Scheme expected to be adopted?,"The European Risk Classification Scheme is expected to be adopted no later than May 2017. After its adoption, competent authorities will be required to use it to review and classify the risk of occurrences they collect.",Article 7(2),GM_EU_376_2014_SEC_3_13,auto_mapped,medium,0.616985,0.449828,GM_EU_376_2014_SEC_3_13__C0004;GM_EU_376_2014_SEC_3_13__C0002;GM_EU_376_2014_SEC_3_13__C0001;GM_EU_376_2014_SEC_3_13__C0003,GM 3.13;GM 3.13;GM 3.13;GM 3.13,0.616985;0.167157;0.11279;0.092756,"As from the adoption of the European Risk Classification Scheme (no later than May 2017), competent authorities will be required to use it to review and classify the risk of occurrences they collect (Article 7(2)). It shall be noticed that ",,,,
